wordpair_id,In-In,In-Out,Out-In,Out-Out,Acc,ClueFinal,row_id,PatchMethod
ash-snake,0,1,0,1,1,flakes,415,NumberOfUniqueClues
bet-dream,1,1,1,0,1,lottery,416,NumberOfUniqueClues
birth-hand,2,0,0,0,0,labor,417,NumberOfUniqueClues
boot-crust,1,1,0,1,0,dirty,418,NumberOfUniqueClues
bowl-sun,0,1,1,0,0,round,419,NumberOfUniqueClues
cage-glass,0,1,0,1,0,see-through,420,NumberOfUniqueClues
candle-wick,2,0,0,0,1,flame,421,NumberOfUniqueClues
cave-knight,0,1,0,2,0,mysterious,422,NumberOfUniqueClues
east-short,0,1,1,0,0,south,423,NumberOfUniqueClues
elm-rock,1,1,0,0,0,marsh,424,NumberOfUniqueClues
giant-subtle,0,1,1,0,1,gentle,425,NumberOfUniqueClues
glow-quick,0,1,0,2,1,firefly,426,NumberOfUniqueClues
gold-silver,2,1,0,0,1,metals,427,NumberOfUniqueClues
gums-teeth,2,1,0,0,1,mouth,428,NumberOfUniqueClues
happy-sad,0,1,0,1,1,emotions,429,NumberOfUniqueClues
holy-kind,0,2,1,0,0,commandments,430,NumberOfUniqueClues
jump-leap,1,1,0,1,1,hop,431,NumberOfUniqueClues
lion-tiger,1,1,1,0,1,tail,432,NumberOfUniqueClues
new-old,1,1,0,0,0,time,433,NumberOfUniqueClues
oak-tree,0,1,1,1,1,sapling,434,NumberOfUniqueClues
olive-real,2,0,0,0,0,raw,435,NumberOfUniqueClues
regret-rude,1,1,0,0,1,bad,436,NumberOfUniqueClues
sit-stand,1,1,0,0,1,positions,437,NumberOfUniqueClues
stern-wind,1,1,0,0,1,sailboat,438,NumberOfUniqueClues
ankle-travel,2,0,0,0,0,basketball,439,NumberOfUniqueClues
army-drum,0,1,1,0,1,bang,440,NumberOfUniqueClues
ash-snake,0,1,0,1,0,danger,441,NumberOfUniqueClues
bet-dream,0,1,0,1,0,think,442,NumberOfUniqueClues
birth-hand,2,0,0,0,0,newborn,443,NumberOfUniqueClues
boot-crust,1,1,0,0,0,feet,444,NumberOfUniqueClues
bowl-sun,1,1,0,0,0,circular,445,NumberOfUniqueClues
cage-glass,0,1,0,1,0,fragile,446,NumberOfUniqueClues
cave-knight,0,1,0,1,0,dark,447,NumberOfUniqueClues
east-short,0,1,1,0,0,direction,448,NumberOfUniqueClues
elm-rock,1,1,0,0,0,tree,449,NumberOfUniqueClues
giant-subtle,2,0,0,0,0,elusive,450,NumberOfUniqueClues
glow-quick,1,1,0,0,0,flash,451,NumberOfUniqueClues
gold-silver,1,1,0,0,1,metal,452,NumberOfUniqueClues
gums-teeth,2,0,0,0,1,mouth,453,NumberOfUniqueClues
happy-sad,1,1,0,0,1,bipolar,454,NumberOfUniqueClues
holy-kind,0,1,1,0,0,religious,455,NumberOfUniqueClues
jump-leap,1,1,0,0,1,frog,456,NumberOfUniqueClues
lion-tiger,0,1,1,0,1,cat,457,NumberOfUniqueClues
new-old,0,1,0,1,0,ancient,458,NumberOfUniqueClues
oak-tree,1,1,0,0,1,plant,459,NumberOfUniqueClues
regret-rude,0,1,1,0,1,mean,460,NumberOfUniqueClues
sit-stand,2,0,0,0,0,chair,461,NumberOfUniqueClues
stern-wind,0,1,0,1,0,cold,462,NumberOfUniqueClues
ankle-travel,0,1,0,1,1,mobility,463,NumberOfUniqueClues
ash-snake,0,1,0,1,0,molting,464,NumberOfUniqueClues
bet-dream,0,1,0,1,0,neuroactive,465,NumberOfUniqueClues
birth-hand,0,1,0,1,1,hold,466,NumberOfUniqueClues
boot-crust,1,1,0,0,0,mud,467,NumberOfUniqueClues
bowl-sun,0,1,0,1,0,round,468,NumberOfUniqueClues
cage-glass,0,1,1,1,0,windowless,469,NumberOfUniqueClues
cave-knight,0,1,1,0,0,batman,470,NumberOfUniqueClues
east-short,0,1,1,0,0,directional,471,NumberOfUniqueClues
elm-rock,1,1,0,0,0,nature,472,NumberOfUniqueClues
glow-quick,0,1,0,1,0,flash,473,NumberOfUniqueClues
gold-silver,0,1,0,1,1,currency,474,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,toothbrush,475,NumberOfUniqueClues
happy-sad,1,1,0,0,1,feelings,476,NumberOfUniqueClues
holy-kind,2,0,0,0,1,virtues,477,NumberOfUniqueClues
jump-leap,0,1,0,1,1,springboard,478,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,feral,479,NumberOfUniqueClues
new-old,0,1,0,1,1,generations,480,NumberOfUniqueClues
oak-tree,2,0,0,0,1,wood,481,NumberOfUniqueClues
regret-rude,0,1,0,1,0,unpleasant,482,NumberOfUniqueClues
sit-stand,0,1,1,0,1,posture,483,NumberOfUniqueClues
stern-wind,1,1,0,0,1,sail,484,NumberOfUniqueClues
ankle-travel,0,1,1,0,0,foot,485,NumberOfUniqueClues
army-drum,2,0,0,0,1,march,486,NumberOfUniqueClues
ash-snake,1,1,0,0,0,venom,487,NumberOfUniqueClues
bet-dream,2,0,0,0,0,Vegas,488,NumberOfUniqueClues
birth-hand,0,2,1,1,0,baby,489,NumberOfUniqueClues
bone-garage,0,2,1,0,0,murder,490,NumberOfUniqueClues
boot-crust,2,1,0,1,0,timberlands,491,NumberOfUniqueClues
bowl-sun,2,0,0,0,0,circular,492,NumberOfUniqueClues
cage-glass,0,2,1,2,0,shard,493,NumberOfUniqueClues
candle-wick,0,1,0,1,1,fire,494,NumberOfUniqueClues
cave-knight,2,0,0,0,0,brave,495,NumberOfUniqueClues
chair-table,2,0,0,0,1,furniture,496,NumberOfUniqueClues
chapel-feet,0,1,1,0,1,kneel,497,NumberOfUniqueClues
east-short,1,1,0,0,0,directions,498,NumberOfUniqueClues
elm-rock,0,1,1,0,0,moss,499,NumberOfUniqueClues
giant-subtle,1,1,0,0,0,BFG,500,NumberOfUniqueClues
glow-quick,1,1,1,0,0,lightning,501,NumberOfUniqueClues
gold-silver,2,0,0,0,1,metals,502,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,mouth,503,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotions,504,NumberOfUniqueClues
holy-kind,1,1,0,0,1,pastor,505,NumberOfUniqueClues
jump-leap,0,1,0,1,1,frolic,506,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,meow,507,NumberOfUniqueClues
new-old,0,1,0,1,1,testaments,508,NumberOfUniqueClues
oak-tree,0,1,0,1,1,wood,509,NumberOfUniqueClues
olive-real,0,1,1,0,0,cocktail,510,NumberOfUniqueClues
regret-rude,1,1,0,0,1,mean,511,NumberOfUniqueClues
sit-stand,0,2,1,2,0,desk,512,NumberOfUniqueClues
stern-wind,0,1,1,0,0,sailing,513,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,therapy,514,NumberOfUniqueClues
ankle-travel,1,1,0,0,0,basketball,515,NumberOfUniqueClues
army-drum,0,1,0,1,1,march,516,NumberOfUniqueClues
ash-snake,0,1,0,1,0,hissing,517,NumberOfUniqueClues
bet-dream,0,1,0,1,0,gamble,518,NumberOfUniqueClues
birth-hand,1,1,1,0,0,Sistine,519,NumberOfUniqueClues
bone-garage,2,0,0,0,0,mechanic,520,NumberOfUniqueClues
boot-crust,1,1,1,0,0,sole,521,NumberOfUniqueClues
bowl-sun,0,1,0,1,0,reflection,522,NumberOfUniqueClues
cage-glass,1,1,0,0,1,exhibit,523,NumberOfUniqueClues
candle-wick,2,0,0,0,1,burn,524,NumberOfUniqueClues
cave-knight,0,1,0,3,1,protection,525,NumberOfUniqueClues
chair-table,2,0,0,0,1,dining,526,NumberOfUniqueClues
chapel-feet,0,1,0,2,0,holy,527,NumberOfUniqueClues
east-short,0,1,1,0,0,navigation,528,NumberOfUniqueClues
elm-rock,1,1,1,1,0,stone,529,NumberOfUniqueClues
giant-subtle,2,0,0,0,0,gentle,530,NumberOfUniqueClues
glow-quick,1,1,1,0,1,flash,531,NumberOfUniqueClues
gold-silver,1,1,0,0,1,metals,532,NumberOfUniqueClues
gums-teeth,0,1,1,0,1,mouth,533,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotions,534,NumberOfUniqueClues
holy-kind,1,1,0,0,1,saint,535,NumberOfUniqueClues
jump-leap,0,1,0,1,0,movement,536,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cats,537,NumberOfUniqueClues
new-old,0,1,1,0,0,opposites,538,NumberOfUniqueClues
oak-tree,0,1,0,1,1,wood,539,NumberOfUniqueClues
olive-real,0,1,1,0,0,natural,540,NumberOfUniqueClues
regret-rude,0,1,1,1,0,arrogant,541,NumberOfUniqueClues
sit-stand,0,2,1,0,1,postures,542,NumberOfUniqueClues
stern-wind,2,0,0,0,1,sailboat,543,NumberOfUniqueClues
trauma-weird,1,1,0,0,0,uncomfortable,544,NumberOfUniqueClues
ankle-travel,0,1,0,1,0,injury,545,NumberOfUniqueClues
army-drum,0,1,0,1,0,military,546,NumberOfUniqueClues
ash-snake,0,1,0,1,0,poison,547,NumberOfUniqueClues
bet-dream,2,0,0,0,0,risk,548,NumberOfUniqueClues
birth-hand,2,0,0,0,0,delivery,549,NumberOfUniqueClues
bone-garage,0,1,1,0,0,car,550,NumberOfUniqueClues
boot-crust,1,1,0,0,0,shoe,551,NumberOfUniqueClues
bowl-sun,2,0,0,0,0,warm,552,NumberOfUniqueClues
cage-glass,2,0,0,0,0,greenhouse,553,NumberOfUniqueClues
candle-wick,1,1,0,0,1,scented,554,NumberOfUniqueClues
cave-knight,2,0,0,0,0,shield,555,NumberOfUniqueClues
chair-table,2,0,0,0,1,furniture,556,NumberOfUniqueClues
chapel-feet,1,1,0,0,0,church,557,NumberOfUniqueClues
east-short,1,1,0,0,0,travel,558,NumberOfUniqueClues
elm-rock,2,0,0,0,0,tree,559,NumberOfUniqueClues
giant-subtle,2,0,0,0,0,lowkey,560,NumberOfUniqueClues
glow-quick,1,1,0,0,0,fast,561,NumberOfUniqueClues
gold-silver,0,1,1,0,1,metals,562,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,dental,563,NumberOfUniqueClues
happy-sad,2,0,0,0,1,moods,564,NumberOfUniqueClues
holy-kind,2,0,0,0,0,bible,565,NumberOfUniqueClues
jump-leap,2,0,0,0,1,hop,566,NumberOfUniqueClues
lion-tiger,2,0,0,0,1,zoo,567,NumberOfUniqueClues
new-old,0,1,0,1,1,time,568,NumberOfUniqueClues
oak-tree,0,1,1,0,0,wood,569,NumberOfUniqueClues
olive-real,1,1,0,0,0,kalamata,570,NumberOfUniqueClues
regret-rude,0,1,0,1,1,mean,571,NumberOfUniqueClues
sit-stand,0,1,0,1,0,chair,572,NumberOfUniqueClues
stern-wind,2,0,0,0,1,sailing,573,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,therapy,574,NumberOfUniqueClues
ankle-travel,0,2,1,3,0,moveable,575,NumberOfUniqueClues
army-drum,2,0,0,0,0,song,576,NumberOfUniqueClues
ash-snake,1,2,2,2,0,reptile,577,NumberOfUniqueClues
bet-dream,0,2,2,1,0,hopes,578,NumberOfUniqueClues
birth-hand,0,2,1,3,0,body part,579,NumberOfUniqueClues
bone-garage,0,2,2,1,0,hard,580,NumberOfUniqueClues
boot-crust,0,2,2,2,0,tan,581,NumberOfUniqueClues
bowl-sun,0,1,0,1,0,soup,582,NumberOfUniqueClues
cage-glass,0,2,2,1,1,clear,583,NumberOfUniqueClues
candle-wick,1,1,1,0,0,colorful,584,NumberOfUniqueClues
cave-knight,0,1,0,1,0,joust,585,NumberOfUniqueClues
chair-table,2,1,1,0,1,meals,586,NumberOfUniqueClues
chapel-feet,0,2,1,3,0,building,587,NumberOfUniqueClues
east-short,3,1,0,0,0,height,588,NumberOfUniqueClues
elm-rock,0,2,2,2,0,natural,589,NumberOfUniqueClues
giant-subtle,1,1,0,0,0,unassuming,590,NumberOfUniqueClues
glow-quick,0,1,1,0,0,speedy,591,NumberOfUniqueClues
gold-silver,0,1,0,1,1,medals,592,NumberOfUniqueClues
gums-teeth,0,2,1,1,1,oral,593,NumberOfUniqueClues
happy-sad,2,0,0,0,1,mood,594,NumberOfUniqueClues
holy-kind,0,1,1,2,0,friendly,595,NumberOfUniqueClues
jump-leap,2,0,0,0,1,bunny,596,NumberOfUniqueClues
lion-tiger,1,2,2,0,1,wild,597,NumberOfUniqueClues
new-old,0,1,0,1,0,elderly,598,NumberOfUniqueClues
oak-tree,0,1,0,1,0,subtle,599,NumberOfUniqueClues
olive-real,1,1,1,1,0,pit,600,NumberOfUniqueClues
regret-rude,0,2,1,0,1,unhappy,601,NumberOfUniqueClues
sit-stand,0,1,0,3,0,straight up,602,NumberOfUniqueClues
stern-wind,0,1,0,1,0,breeze,603,NumberOfUniqueClues
trauma-weird,0,2,1,1,0,different,604,NumberOfUniqueClues
ankle-travel,0,1,1,0,0,basketball,605,NumberOfUniqueClues
ash-snake,2,0,0,0,0,oil,606,NumberOfUniqueClues
bet-dream,1,1,0,0,0,risk,607,NumberOfUniqueClues
birth-hand,2,0,0,0,0,baby,608,NumberOfUniqueClues
boot-crust,0,1,0,1,0,feet,609,NumberOfUniqueClues
bowl-sun,0,1,1,0,0,round,610,NumberOfUniqueClues
cave-knight,2,0,0,0,0,dark,611,NumberOfUniqueClues
glow-quick,0,1,1,0,0,flash,612,NumberOfUniqueClues
gold-silver,0,1,0,1,1,rich,613,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,mouth,614,NumberOfUniqueClues
holy-kind,2,0,0,0,0,priest,615,NumberOfUniqueClues
jump-leap,2,0,0,0,1,bounce,616,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cats,617,NumberOfUniqueClues
oak-tree,2,0,0,0,1,wood,618,NumberOfUniqueClues
regret-rude,2,0,0,0,1,negative,619,NumberOfUniqueClues
sit-stand,1,1,0,0,0,chair,620,NumberOfUniqueClues
stern-wind,2,0,0,0,0,harsh,621,NumberOfUniqueClues
ankle-travel,0,1,0,1,1,sandals,622,NumberOfUniqueClues
army-drum,2,0,0,0,0,march,623,NumberOfUniqueClues
ash-snake,0,1,1,0,0,dragon,624,NumberOfUniqueClues
bet-dream,1,1,0,0,0,success,625,NumberOfUniqueClues
birth-hand,0,1,1,0,0,deliver,626,NumberOfUniqueClues
bone-garage,1,1,1,0,0,skeleton,627,NumberOfUniqueClues
boot-crust,2,0,0,0,0,mud,628,NumberOfUniqueClues
bowl-sun,0,2,1,0,0,ball,629,NumberOfUniqueClues
cage-glass,1,1,0,0,0,zoo,630,NumberOfUniqueClues
candle-wick,2,0,0,0,1,burn,631,NumberOfUniqueClues
cave-knight,0,1,1,0,0,metal,632,NumberOfUniqueClues
chair-table,2,0,0,0,1,dining,633,NumberOfUniqueClues
chapel-feet,0,1,0,1,0,sole,634,NumberOfUniqueClues
east-short,0,1,0,1,0,dimension,635,NumberOfUniqueClues
elm-rock,0,1,0,1,0,leaf,636,NumberOfUniqueClues
giant-subtle,0,1,0,1,0,beanstalk,637,NumberOfUniqueClues
glow-quick,0,2,1,0,1,comet,638,NumberOfUniqueClues
gold-silver,2,0,0,0,1,bronze,639,NumberOfUniqueClues
gums-teeth,0,2,1,0,1,floss,640,NumberOfUniqueClues
happy-sad,2,0,0,0,1,mood,641,NumberOfUniqueClues
holy-kind,1,1,0,0,1,saint,642,NumberOfUniqueClues
jump-leap,0,1,0,1,1,hop,643,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cheetah,644,NumberOfUniqueClues
new-old,1,1,0,0,0,age,645,NumberOfUniqueClues
oak-tree,0,2,1,0,1,plant,646,NumberOfUniqueClues
olive-real,2,0,0,0,0,oil,647,NumberOfUniqueClues
regret-rude,0,1,0,1,1,guilt,648,NumberOfUniqueClues
sit-stand,0,1,1,0,1,squat,649,NumberOfUniqueClues
stern-wind,0,1,1,0,0,harsh,650,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,psychotic,651,NumberOfUniqueClues
ankle-travel,1,1,0,0,0,walking,652,NumberOfUniqueClues
ash-snake,2,0,0,0,0,tree,653,NumberOfUniqueClues
bet-dream,2,0,0,0,1,risk,654,NumberOfUniqueClues
birth-hand,2,0,0,0,1,deliver,655,NumberOfUniqueClues
boot-crust,0,1,0,1,0,covering,656,NumberOfUniqueClues
bowl-sun,2,0,0,0,0,circular,657,NumberOfUniqueClues
cage-glass,1,1,0,0,1,enclosure,658,NumberOfUniqueClues
cave-knight,1,1,0,0,1,dark,659,NumberOfUniqueClues
east-short,0,1,0,1,0,measure,660,NumberOfUniqueClues
elm-rock,2,0,0,0,0,forest,661,NumberOfUniqueClues
glow-quick,1,1,0,0,0,lightning,662,NumberOfUniqueClues
gold-silver,1,1,0,0,1,metals,663,NumberOfUniqueClues
gums-teeth,2,0,0,0,1,mouth,664,NumberOfUniqueClues
holy-kind,0,1,0,1,1,virtues,665,NumberOfUniqueClues
jump-leap,2,0,0,0,1,hop,666,NumberOfUniqueClues
lion-tiger,0,1,0,1,1,cats,667,NumberOfUniqueClues
new-old,1,1,1,0,0,age,668,NumberOfUniqueClues
oak-tree,2,0,0,0,1,plants,669,NumberOfUniqueClues
regret-rude,1,1,0,0,0,negative,670,NumberOfUniqueClues
sit-stand,1,1,0,0,0,squatting,671,NumberOfUniqueClues
stern-wind,0,1,0,1,0,gale,672,NumberOfUniqueClues
ankle-travel,1,2,1,1,0,walker,673,NumberOfUniqueClues
army-drum,2,1,0,0,0,cymbals,674,NumberOfUniqueClues
ash-snake,1,2,1,1,0,venom,675,NumberOfUniqueClues
bet-dream,0,2,1,0,0,exchange,676,NumberOfUniqueClues
birth-hand,0,2,1,0,0,infant,677,NumberOfUniqueClues
bone-garage,1,1,1,0,0,skeleton,678,NumberOfUniqueClues
boot-crust,1,1,0,3,0,shoe,679,NumberOfUniqueClues
bowl-sun,3,1,1,2,0,soup,680,NumberOfUniqueClues
cage-glass,0,1,1,0,1,aquarium,681,NumberOfUniqueClues
candle-wick,2,0,0,0,1,wax,682,NumberOfUniqueClues
cave-knight,0,1,0,6,0,Excalibur,683,NumberOfUniqueClues
chair-table,0,2,2,1,1,furniture,684,NumberOfUniqueClues
chapel-feet,1,1,0,1,0,religion,685,NumberOfUniqueClues
east-short,0,2,1,0,0,compass,686,NumberOfUniqueClues
elm-rock,2,1,0,2,0,tree,687,NumberOfUniqueClues
giant-subtle,2,1,0,1,0,Hagrid,688,NumberOfUniqueClues
glow-quick,1,1,0,5,0,lighter,689,NumberOfUniqueClues
gold-silver,0,3,2,2,1,expensive,690,NumberOfUniqueClues
gums-teeth,3,1,0,1,1,dentist,691,NumberOfUniqueClues
happy-sad,0,1,0,3,1,emotion,692,NumberOfUniqueClues
holy-kind,1,1,1,1,1,pope,693,NumberOfUniqueClues
jump-leap,2,1,0,0,1,hop,694,NumberOfUniqueClues
lion-tiger,0,3,2,0,1,cats,695,NumberOfUniqueClues
new-old,1,1,0,2,0,elderly,696,NumberOfUniqueClues
oak-tree,2,1,1,3,1,forest,697,NumberOfUniqueClues
olive-real,1,1,1,0,0,nonfiction,698,NumberOfUniqueClues
regret-rude,0,1,0,2,1,emotion,699,NumberOfUniqueClues
sit-stand,0,1,0,3,0,verb,700,NumberOfUniqueClues
stern-wind,0,2,1,2,0,tornados,701,NumberOfUniqueClues
trauma-weird,1,1,0,4,0,scarring,702,NumberOfUniqueClues
ankle-travel,2,1,1,0,0,walk,703,NumberOfUniqueClues
ash-snake,0,2,1,0,0,desert,704,NumberOfUniqueClues
bet-dream,0,1,1,1,0,affirmation,705,NumberOfUniqueClues
birth-hand,1,1,0,1,1,deformity,706,NumberOfUniqueClues
boot-crust,0,1,0,3,0,thickness,707,NumberOfUniqueClues
bowl-sun,2,0,0,0,0,circular,708,NumberOfUniqueClues
cave-knight,0,1,0,1,1,dark,709,NumberOfUniqueClues
elm-rock,0,1,0,2,0,nature,710,NumberOfUniqueClues
glow-quick,1,1,0,0,0,star,711,NumberOfUniqueClues
gold-silver,0,2,1,0,1,treasure,712,NumberOfUniqueClues
gums-teeth,2,1,1,0,1,mouth,713,NumberOfUniqueClues
holy-kind,0,1,0,2,1,righteousness,714,NumberOfUniqueClues
jump-leap,1,1,1,0,1,hop,715,NumberOfUniqueClues
lion-tiger,2,1,1,0,1,zoo,716,NumberOfUniqueClues
oak-tree,0,1,1,2,1,trunk,717,NumberOfUniqueClues
regret-rude,0,1,0,2,1,feelings,718,NumberOfUniqueClues
sit-stand,0,1,0,1,0,action,719,NumberOfUniqueClues
stern-wind,1,1,1,0,0,boat,720,NumberOfUniqueClues
ankle-travel,2,0,0,0,0,journey,721,NumberOfUniqueClues
ash-snake,2,0,0,0,0,wild,722,NumberOfUniqueClues
bet-dream,1,1,0,0,0,lotteries,723,NumberOfUniqueClues
birth-hand,0,1,1,0,0,delivery,724,NumberOfUniqueClues
bowl-sun,0,1,0,1,0,cereal,725,NumberOfUniqueClues
cave-knight,0,1,0,1,0,Camelot,726,NumberOfUniqueClues
glow-quick,0,1,1,0,0,youthful,727,NumberOfUniqueClues
gold-silver,2,0,0,0,0,mining,728,NumberOfUniqueClues
gums-teeth,0,1,0,1,1,dental,729,NumberOfUniqueClues
holy-kind,1,1,0,0,0,miracle,730,NumberOfUniqueClues
jump-leap,1,1,0,0,1,frog,731,NumberOfUniqueClues
lion-tiger,0,1,0,1,1,felines,732,NumberOfUniqueClues
oak-tree,2,0,0,0,1,log,733,NumberOfUniqueClues
regret-rude,1,1,1,0,1,unhappy,734,NumberOfUniqueClues
stern-wind,0,1,1,0,0,front,735,NumberOfUniqueClues
glow-quick,1,1,0,0,0,sparks,736,NumberOfUniqueClues
ankle-travel,2,1,0,0,0,walking,737,NumberOfUniqueClues
army-drum,0,1,0,1,0,troops,738,NumberOfUniqueClues
ash-snake,0,1,1,0,0,(on the) ground,739,NumberOfUniqueClues
bet-dream,2,0,0,0,0,hypothetical,740,NumberOfUniqueClues
birth-hand,1,1,0,0,1,human,741,NumberOfUniqueClues
bone-garage,0,1,1,0,0,skeleton,742,NumberOfUniqueClues
boot-crust,1,1,0,0,0,shoe,743,NumberOfUniqueClues
bowl-sun,1,1,0,0,1,circular,744,NumberOfUniqueClues
cage-glass,0,1,0,1,0,delicate,745,NumberOfUniqueClues
candle-wick,1,1,0,0,1,wax,746,NumberOfUniqueClues
cave-knight,1,1,0,0,1,adventurous,747,NumberOfUniqueClues
chair-table,0,1,0,1,1,dining-room,748,NumberOfUniqueClues
chapel-feet,0,1,1,0,0,Jesus,749,NumberOfUniqueClues
east-short,1,1,0,0,0,west,750,NumberOfUniqueClues
elm-rock,2,0,0,0,0,nature,751,NumberOfUniqueClues
giant-subtle,1,1,0,0,0,understated,752,NumberOfUniqueClues
glow-quick,1,1,0,0,0,bright,753,NumberOfUniqueClues
gold-silver,0,1,1,0,1,expensive metals,754,NumberOfUniqueClues
gums-teeth,0,1,1,0,1,inside your mouth,755,NumberOfUniqueClues
happy-sad,2,0,0,0,1,emotion,756,NumberOfUniqueClues
holy-kind,0,1,0,1,0,good,757,NumberOfUniqueClues
jump-leap,1,1,0,0,1,bounce,758,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cats,759,NumberOfUniqueClues
new-old,0,1,0,1,0,geology,760,NumberOfUniqueClues
oak-tree,1,1,0,0,0,arbor,761,NumberOfUniqueClues
olive-real,0,1,0,1,0,reality,762,NumberOfUniqueClues
regret-rude,0,1,1,0,1,bad connotation,763,NumberOfUniqueClues
sit-stand,0,1,1,0,1,position,764,NumberOfUniqueClues
stern-wind,0,1,0,2,1,powerful,765,NumberOfUniqueClues
trauma-weird,1,1,0,0,0,funky,766,NumberOfUniqueClues
bowl-sun,1,1,0,0,0,circular,767,NumberOfUniqueClues
cave-knight,0,1,0,1,0,dragon,768,NumberOfUniqueClues
glow-quick,2,0,0,0,0,firefly,769,NumberOfUniqueClues
gold-silver,1,1,0,0,1,ore,770,NumberOfUniqueClues
oak-tree,2,0,0,0,1,wood,771,NumberOfUniqueClues
ankle-travel,0,2,1,0,0,transport,772,NumberOfUniqueClues
army-drum,0,1,1,0,1,assembly,773,NumberOfUniqueClues
ash-snake,0,1,1,2,0,hike,774,NumberOfUniqueClues
bet-dream,0,1,0,1,0,deal,775,NumberOfUniqueClues
birth-hand,1,1,1,2,0,OBGYN,776,NumberOfUniqueClues
boot-crust,1,1,0,0,0,shoe,777,NumberOfUniqueClues
bowl-sun,2,0,0,0,0,round,778,NumberOfUniqueClues
cage-glass,0,1,1,1,0,trapped,779,NumberOfUniqueClues
cave-knight,0,1,1,0,1,medieval,780,NumberOfUniqueClues
east-short,2,0,0,0,0,small,781,NumberOfUniqueClues
elm-rock,0,2,1,1,0,nature,782,NumberOfUniqueClues
giant-subtle,1,1,0,0,0,beanstalk,783,NumberOfUniqueClues
glow-quick,1,1,0,0,0,fireworks,784,NumberOfUniqueClues
gold-silver,0,1,0,1,1,jewelry,785,NumberOfUniqueClues
gums-teeth,0,1,0,1,1,floss,786,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotions,787,NumberOfUniqueClues
holy-kind,0,1,0,1,1,minister,788,NumberOfUniqueClues
jump-leap,0,1,0,1,0,gymnastics,789,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cat,790,NumberOfUniqueClues
new-old,0,1,0,1,1,generations,791,NumberOfUniqueClues
oak-tree,1,1,0,0,0,species,792,NumberOfUniqueClues
regret-rude,0,1,0,1,0,argument,793,NumberOfUniqueClues
sit-stand,0,1,0,2,0,opposite,794,NumberOfUniqueClues
stern-wind,0,1,0,1,1,breeze,795,NumberOfUniqueClues
ankle-travel,0,1,1,0,1,afoot,796,NumberOfUniqueClues
army-drum,1,2,1,0,1,marching,797,NumberOfUniqueClues
ash-snake,0,1,0,1,1,toxic,798,NumberOfUniqueClues
bet-dream,2,1,0,0,0,casino,799,NumberOfUniqueClues
birth-hand,2,0,0,0,0,human,800,NumberOfUniqueClues
bone-garage,0,1,0,2,1,interior,801,NumberOfUniqueClues
boot-crust,1,1,0,0,0,farm,802,NumberOfUniqueClues
bowl-sun,0,2,1,0,1,breakfast,803,NumberOfUniqueClues
cage-glass,1,1,0,0,1,gallery,804,NumberOfUniqueClues
candle-wick,2,0,0,0,1,wax,805,NumberOfUniqueClues
cave-knight,1,2,1,2,0,shining,806,NumberOfUniqueClues
chair-table,0,1,1,0,1,kitchen,807,NumberOfUniqueClues
chapel-feet,1,1,0,1,0,ritual,808,NumberOfUniqueClues
east-short,0,1,0,1,1,location,809,NumberOfUniqueClues
elm-rock,0,1,1,1,1,terrain,810,NumberOfUniqueClues
giant-subtle,1,1,0,1,0,oxymoron,811,NumberOfUniqueClues
glow-quick,1,2,1,1,0,Lamborghini,812,NumberOfUniqueClues
gold-silver,2,1,1,0,1,wealth,813,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,toothbrush,814,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotion,815,NumberOfUniqueClues
holy-kind,1,1,1,0,1,Jesus,816,NumberOfUniqueClues
jump-leap,0,1,1,0,1,trampoline,817,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cat,818,NumberOfUniqueClues
new-old,2,0,0,0,1,generation,819,NumberOfUniqueClues
oak-tree,0,1,1,1,1,Minecraft,820,NumberOfUniqueClues
olive-real,2,1,1,0,0,cuisine,821,NumberOfUniqueClues
regret-rude,1,1,0,0,0,bully,822,NumberOfUniqueClues
sit-stand,0,1,0,2,1,chair,823,NumberOfUniqueClues
stern-wind,0,1,1,1,1,sailboat,824,NumberOfUniqueClues
trauma-weird,0,1,0,1,1,surreal,825,NumberOfUniqueClues
ankle-travel,1,1,0,0,0,walking,826,NumberOfUniqueClues
army-drum,1,1,0,0,1,marching,827,NumberOfUniqueClues
ash-snake,0,1,0,1,0,gang,828,NumberOfUniqueClues
bet-dream,1,1,0,0,0,hypothetical,829,NumberOfUniqueClues
